570160;118-1-1;14:29:31;0.0;-8.8;1010.2;1027.7;11.5;4.4;0.02;0.0;48;56.1;77
560930;118-1-1;14:29:56;-2.4;-16.4;1009.8;1013.4;22.5;4.8;0.0;0.0;32;12.0;5
560930;118-1-1;14:29:57;-2.4;-16.4;1009.8;1013.5;22.6;4.8;0.0;0.0;32;12.0;5
560930;118-1-1;14:29:58;-2.4;-16.4;1009.7;1013.6;22.7;4.8;0.0;0.0;32;12.0;4
560930;118-1-1;14:29:59;-2.4;-16.4;1009.8;1013.5;22.6;4.8;0.0;0.0;32;12.0;5
560930;118-1-1;14:31:45;-2.4;-13.9;1009.8;1014.0;23.2;4.7;0.0;0.0;32;12.2;3
560930;118-1-1;14:44:26;-7.7;-18.4;1009.6;994.0;23.7;7.3;0.0;0.0;32;28.1;81
560930;118-1-1;14:44:27;-7.7;-18.4;1009.6;994.1;23.8;7.4;0.0;0.0;32;28.1;81
560930;118-1-1;14:44:28;-7.4;-20.9;1009.6;994.0;23.9;7.3;0.0;0.0;32;28.1;81
560930;118-1-1;14:44:29;-7.7;-20.9;1009.5;993.8;23.8;7.4;0.0;0.0;32;28.1;82
